Family,ndc407,ndc408,ndc409,ndc410,ndc411,ndc412,ndc413,ndc414,ndc415,ndc416,ndc417,ndc418,ndc419,ndc420,ndc421,ndc422,ndc423,ndc424,ndc425,ndc426,ndc427,ndc428,ndc429,ndc430,ndc431,ndc432,ndc433,ndc434,ndc435,ndc436,ndc437,ndc438,ndc439,ndc440,ndc441,ndc442,ndc443,ndc444,ndc445,ndc446,ndc447,ndc448,ndc449,ndc450,ndc451,ndc452,ndc453,ndc454,ndc455,ndc456,ndc457,ndc458,ndc459,ndc460,ndc461,ndc462,ndc463,ndc464,ndc465,ndc466,ndc467,ndc468,ndc469,ndc471,ndc470,ndc472,ndc473,ndc474,ndc475
Desulfovibrionaceae,0.0036960318427358765,0.0,0.0002320616355704076,0.0011796832332058985,0.0006540151077489892,0.002357823257568613,0.0,0.00011679362566345267,0.0,0.0,0.0,0.012250942380183092,0.012013801455111632,0.020281037230189772,0.010174104635589926,0.013998839233894372,0.008132009622878054,0.0026363770758389598,0.003588828954236991,0.004663581345674617,0.011307880555990886,0.008141521760981003,0.023215885338907137,0.011437640234225362,0.004174338537594268,0.0,0.003503383404520804,0.0025551223595233373,0.00793115086061424,0.006457840185691632,0.008950748835226854,0.004678496762021316,0.012241252495534306,0.004586217976806007,0.09889296016215796,0.018970811927790376,0.005435998683777559,0.005366452008586324,0.00875241866941536,0.01359223300970874,0.005615279470981565,0.005221603598502721,0.0,0.01170467230106841,0.020160353241924237,0.011346515131786982,0.005735516917971287,0.008280584961257234,0.002736665735827981,0.012850838481906443,0.00385926017161391,0.0,0.06269449400439817,0.006230387921233346,0.015407720547335633,0.005452376895552906,0.007023436903580426,0.008942433087002424,0.0018457076311221461,0.008156786971223517,0.007825918668505212,0.007570262076149029,0.0,0.0015496041771938685,0.0002568147631801005,0.0005729017473503299,0.004227003736125884,0.0,0.0
Erysipelotrichaceae,0.0028431014174891355,0.0032100401772770567,0.005035737491877845,0.002053522665210268,0.003466280071069643,0.019334150712062625,0.003498173308818263,0.004165639315329812,0.0,0.05338094850349553,0.07764423442177078,0.013981844757289022,0.001605043874402914,0.001496933700323531,0.025381258910441958,0.015252466627974467,0.003625520956866465,0.02944365051988371,0.0011745258395684697,0.01176575293698825,0.005979433641547419,0.028433901788007733,0.05673335323977308,0.03283533081595797,0.019282669558856904,0.0,0.028003071459423143,0.02878918037842243,0.00503431207109911,0.016937466963895847,0.04044739046723203,0.006208250471674063,0.005201218871493116,0.01927964245026729,0.0,0.0848090003731022,0.1050740375123396,0.00475314320760503,0.01217020199280276,0.022226812642016112,0.009087886512246481,0.003302821553269793,0.0019876860425655694,0.02309041620156275,0.008366256100395073,0.000651029556741876,0.003499026044296948,0.10019917057732186,0.003015917341524714,0.0,0.012357843741019009,0.03378497272567306,0.0,0.0371094638228205,0.02781176994103905,0.011177372635883458,0.053413746596432304,0.0788672918089797,0.019335984706993915,0.006079635635911947,0.06114376950431816,0.0033294273013038723,0.0020335153455093196,0.001246420751221155,0.001650952049014932,0.002005156115726154,0.020235075949712293,0.0044241972929169055,0.006983472448538459
Family_XIII,0.005483124162300476,0.0018638942964834524,0.0031096259166434616,0.0019224467504096125,0.0003270075538744946,0.0016976327454494013,0.0015162730724229327,0.001116027978561881,0.0,0.0,0.0,0.00028848372951765524,0.0,0.0,0.0014904739275068042,0.007452118398142774,0.0,0.0003079879761494112,0.00030450669914738106,0.0,0.0019529601813118584,0.002099596832735842,0.0,0.0008756088217588793,0.0067470426513985896,0.0,0.0016797043720305225,0.0,0.003740578242771965,0.03127800887091214,0.0021164332221226064,0.01081025954821274,0.0012871703267836503,0.002745888470189583,0.0,0.0,0.045027969726883846,0.0,0.0,0.0,0.0008127378181683844,0.0018873266018684532,0.0,0.003954712167118481,0.002517623363544813,0.0,0.009270615395714594,0.0001637018443741133,0.0006608954668156008,0.0,0.00977131830685224,0.0,0.0,0.0006821592614489065,0.005117365669151185,0.002146873402623957,0.008830190599791335,0.032944171893436,0.03177253850717408,0.013332413221999866,0.02113118997508286,0.005877648196715215,0.0009037845980041421,0.0014822300825332653,0.0017977033422607038,0.00040921553382166416,0.0019089694292181414,0.0014455298085768108,0.0013301852282930399
Fusobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6949365839214332,0.060546488768946215,0.6603102730463586,0.02207862143241788,0.0063625092506271195,0.0012072045970351057,0.0022033092841404933,0.01587928032501451,0.20296140683766473,0.0004311831666091757,0.0,0.003773584905660377,0.0,0.002311790129661273,0.0,0.0,0.0,0.0,0.0,0.00019824225203198307,0.0,0.0,0.0,0.0,0.012214983713355047,0.0,0.0,0.0008179548259334731,0.0,0.0,0.0055516374617985845,0.0,0.0,0.0,0.10484639873305215,0.0,0.0004260593384460454,0.0,0.016845826419450257,0.0,0.005687424369356791,0.0,0.0,0.0,0.15854113937181027,0.0,0.0017799532762264993,0.0,0.0,0.0,0.0,0.003512525015526879,0.00016933981662916998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae,0.16851468258803456,0.34482044484943875,0.2947878956650885,0.39785909339158915,0.30382271830479285,0.1363764972177686,0.35606151054227664,0.33502900375037303,0.0,0.22699407912338454,0.08502879370337167,0.14795368874528805,0.14300268148048476,0.1354000676034574,0.12900159847928455,0.06665118978525827,0.004370955172296955,0.21825259941851866,0.13354793805463722,0.19635101459594148,0.1074489759014358,0.17421069677577872,0.2893774260973425,0.0703405753479633,0.10860846974550405,0.0003959455178967374,0.3148005950952632,0.2819225093063724,0.13564517943525706,0.08891595615103537,0.18273343229618313,0.06328081178930191,0.14555532205526944,0.21572751438670282,0.0005457238637249552,0.1858192463335534,0.1674103323461665,0.10809567617295308,0.14882728439935625,0.19582730840735385,0.11503934389892494,0.13642225787172468,0.003118889481424023,0.16581087545845963,0.09996901386629477,0.001004445601830323,0.10702691003535098,0.40375695732838596,0.09533649818486453,0.014580759046778465,0.18766678983454452,0.027978180538448003,0.0,0.1447087179953613,0.2515852708866393,0.214414721417618,0.12886479883960608,0.14633919145500837,0.13333040363868076,0.11603063970740465,0.07688027674964322,0.14156576083923889,0.36106194690265475,0.3704564594913256,0.3166159151777524,0.2837909727053239,0.14565436744934412,0.21606290244864,0.12410628179974062
Lactobacillaceae,0.0,0.0,0.0,0.0003276897870016385,0.0,0.0,0.0,0.0,0.015891032917139614,0.011446252631823839,0.03307857110297358,0.0,0.0,0.0,0.0006048299995679785,0.0032733604178757985,0.025615830312065872,0.00023407086187355255,0.005763876805289712,0.0,0.007245241166471772,0.00886744619783116,0.0184010152284264,0.004596946314234116,0.0,0.39016471333544506,0.0,0.0,0.0,0.0,0.0,0.0,0.006724808237890091,0.0,0.06178373742886099,0.0009327555032574692,0.0004080289568937151,0.0,0.0,0.0,0.0,0.005032870938315876,0.039899161293450336,0.0018497847233296125,0.0,0.021781588884135342,0.0,0.0005865982756739061,0.002122312203295169,0.013945278022947927,0.0014369585745370942,0.27573464719338375,0.00481307829550641,0.0,0.0,0.0,0.0,0.000807302987021052,0.0,0.00045545511006831835,0.00032053608147664326,0.0,0.0,0.0004716186626242208,0.0,0.0,0.0,0.0,0.0
Oxalobacteraceae,0.0008123146907111816,0.0,0.0,0.0010922992900054618,0.0001417032733456143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014416561746133957,0.0,0.0002592128569577051,0.0006268136970400465,0.00030495036085792705,0.0,0.00030450669914738106,0.0,0.0004581017709250039,0.00039088238907316204,0.0,0.00032835330815957975,0.0,0.0,0.0,0.0,0.0005906176172797839,0.001309953347275527,5.8789811725627946e-05,0.0,0.0004203005148681307,0.0,0.0,0.0,0.0,0.0,0.0,0.00045445155959512504,0.000517196793379881,0.0,0.0,0.000574071121033328,0.0,0.0003348152006101077,0.0003246519010172426,0.00013641820364509443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003562612922106014,0.0,0.0009008811056667618,0.0004209509350631427,0.00035077533444613783,0.001413611591615052,0.0,0.0006400538992757282,0.0,0.0,0.0004636068613815485,0.0,0.0
Peptococcaceae,0.0011372405669956543,0.0015325353104419497,0.00027847396268448915,0.0018132168214090663,0.0,0.0,0.0027579455096826576,0.0018038126630244356,0.0,0.0,0.0,0.0011923994153396416,0.0028448681845704344,0.004442512917089189,0.0,0.0,0.0,0.0,0.0,0.0016375934496262014,0.001048811949223035,0.0,0.0,0.0,0.000920624511312331,0.0,0.0,0.0,0.0017718528518393519,0.0006205042171305127,0.0,0.0007521289072459336,0.0008668698119155194,0.0,0.0,0.0,0.004185587364264561,0.0,0.0,0.0,0.0,0.0008178415274763298,0.0,0.0007654281613777706,0.0,0.0,0.0007935935358199264,0.0,0.0003630270874057526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022045581568651807,0.001076662784821252,0.000600372645090056,0.000937416842054334,0.0006138050332012726,0.0020711730370928257,0.0003368704733030148,0.0006970686429174157,0.00040921553382166416,0.00021816793476778752,0.0012265101406106272,0.001130657444049084
Peptostreptococcaceae,0.004142804922627026,0.002982230874373524,0.004385964912280703,0.005614418350628073,0.007924483055558585,0.0018862586060548903,0.0032474509897562026,0.007033571678843482,0.0,0.00643270092012051,0.0,0.0020386183552580967,0.0045460224706142405,0.0041044956299193585,0.0006912342852205468,0.0019733023795705166,0.000542133974858537,0.005260434632631945,0.02362101966243256,0.006425774296902812,0.00209762389844607,0.0021554371740320076,0.0,0.007223772779510754,0.016180291068681105,0.0,0.00640687239045928,0.006299698231238572,0.0,0.037138326477144754,0.0003821337762165817,0.010580796491764828,0.004780918356624987,0.006017585370841001,0.0,0.04422696093906954,0.003185258308654163,0.0,0.0,0.011898368105763273,0.002918467619786471,0.004592494731213237,0.002165446582957612,0.00937649497687769,0.0011426136803780308,0.0,0.004112257412885074,0.0287433155080214,0.0013217909336312019,0.0,0.04475099560701236,0.0,0.0,9.095456819318751e-05,0.012904661252642119,0.00010223206679161699,0.004122452095579816,0.0026392597652611315,0.08430928786447232,0.0005589676350838453,0.0029271596874470814,0.013689712255640503,0.005912257578610429,0.008219639548593564,0.003742157977767179,0.018332855915210555,0.0031088930704409722,0.007862806079985987,0.018556083934687904
Porphyromonadaceae,0.012062873157061045,0.01391707741374311,0.005407036108790498,0.02003276897870017,0.015347554528509612,0.031594831651419415,0.018195276869075194,0.018829727870852204,0.0,0.0,0.0,0.15393491807062082,0.023566272934346977,0.0009174754937466803,0.05579556746014602,0.056250725478816016,0.0831497983939281,0.03649041541418225,0.03710631633895944,0.017212531149875396,0.06125302889657749,0.037513541282764316,0.0,0.018004706397416956,0.024465911670492082,0.0,0.009046407832221529,0.0,0.007706153673079086,0.01916668581803139,0.04337218360058201,0.014609147927183727,0.02955237995166544,0.03195746794029153,0.0,0.00021525126998249292,0.0,0.02683226004293162,0.06226152371652289,0.0,0.04965089216446858,0.02868736434840049,0.060988025403597226,0.15142720459256898,0.024924471299093653,0.5093469243503654,0.0023447081740134187,0.12212157590308854,0.06644326538210928,0.21489849955869375,0.0011495668596296753,0.0,0.0,0.037882577652462605,0.09361441762153744,0.05074118248423923,0.01351248186884495,0.0037570639011364343,0.0017797895014392126,0.018804775377820722,0.01045068582625735,0.01934415862210071,0.01133496516663528,0.02570321711302003,0.005723300436585098,0.022916069894013198,0.043633586953557506,0.04115379561084587,0.05839513152206445
Prevotellaceae,0.006214207383940539,0.0,0.0,0.0,0.0,0.05979439781194003,0.0,0.0,0.004811725805655628,0.00030244163458071114,0.0048166775561059375,0.030425417339795372,0.04157736407585033,0.0034526051475204022,0.0,6.964596633778295e-05,0.0,0.0,0.008808943796763525,0.01988252046991812,0.009692469047992185,0.0,0.0,0.4284098578959849,0.0,0.0,0.0,0.0,0.04443694453819327,0.0,0.0,0.0,0.0,0.0,0.0,0.0009184054185919696,0.0,0.2513032812020853,0.0,0.0,0.036647087073774426,0.062344688748387916,0.0032966500218160662,0.0,0.0,0.0003906177340451256,0.0,0.00196442213248936,0.23247696174253,0.0013062665489849956,0.0,0.0022875241949674467,0.0,0.0,0.0,0.0,0.0,0.0009315034465627522,0.0,0.0,0.0009253211408665361,0.00600784926436397,0.0,0.0,0.0,0.0,0.08481278464097741,0.0,0.0
Rhodospirillaceae,0.0,0.0,0.0,0.0,0.0,0.002735074978779591,0.0006805320088827336,0.0011290050480800423,0.0,0.0,0.0,0.0,0.002604592155468202,0.008764305374474866,0.004665831425238691,0.014973882762623333,0.00010165012028597568,0.0,0.0,0.0043075827696689205,0.0,0.0029595380886967984,0.0,0.0,0.00500668398617802,0.0,0.0,0.0,0.00025312183597705026,0.0005515593041160113,0.0,6.373973790219775e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008755402859359414,0.0004403762071026391,0.0,0.0,0.0,0.0,0.0010461005699444483,0.0,0.0,0.0,0.00016422383708995363,0.0,0.0,0.0,0.0,0.0,0.0009161004656844034,0.0,0.0,0.00045545511006831835,0.0,0.0,0.0,0.0,0.0,0.0,0.0019362404210641144,0.0003723334355425118,0.00016627315353662998
