Genus,ndc407,ndc408,ndc409,ndc410,ndc411,ndc412,ndc413,ndc414,ndc415,ndc416,ndc417,ndc418,ndc419,ndc420,ndc421,ndc422,ndc423,ndc424,ndc425,ndc426,ndc427,ndc428,ndc429,ndc430,ndc431,ndc432,ndc433,ndc434,ndc435,ndc436,ndc437,ndc438,ndc439,ndc440,ndc441,ndc442,ndc443,ndc444,ndc445,ndc446,ndc447,ndc448,ndc449,ndc450,ndc451,ndc452,ndc453,ndc454,ndc455,ndc456,ndc457,ndc458,ndc459,ndc460,ndc461,ndc462,ndc463,ndc464,ndc465,ndc466,ndc467,ndc468,ndc469,ndc471,ndc470,ndc472,ndc473,ndc474,ndc475
Atopobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021437916738914547,0.00017689026906975378,0.0,0.0,0.0,0.0,0.0,0.00018028459210611033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7581975684461736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides,0.00522677457427078,0.08876535856881297,0.05624336752741423,0.07993216254211946,0.13683917640511964,0.07982772435897437,0.11242588963256053,0.11435585126361547,0.0,0.0019404299897621486,0.0,0.16497965761905703,0.2592950313651299,0.12483036000690897,0.29995256059818826,0.31497397698515023,0.11215610147934933,0.42214924988732194,0.11237940938213413,0.253978136272912,0.22178944887554725,0.4208995533395658,0.0,0.23998943774873163,0.11957375957375954,0.0,0.2434019204389575,0.4157804910069581,0.09651166134644701,0.08185426495918519,0.38891174185291827,0.21052421871887153,0.35090614011360566,0.3412987012987013,0.0,0.0,0.0702979012555403,0.16751740139211138,0.3883087823979117,0.0,0.20340328984685194,0.20969860362228673,0.0,0.2265492957746478,0.312906939812609,0.0007328485258470039,0.055690624525148176,0.0,0.12889955112406412,0.0009375112681642807,0.015639165911151408,0.0013157894736842103,0.39843510279226757,0.3215069324494656,0.0,0.3617036156374571,0.16288440551809055,0.1108493091999572,0.017197566672655873,0.16147042402515355,0.09190841331974907,0.008111709832551132,0.10667087459071362,0.10122319956019792,0.07037630416943459,0.2582547659592143,0.10077046082279398,0.3511225287613091,0.5436439966414774
Barnesiella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009799421958147782,0.0,0.0,0.0003772232595861861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium,0.006449165402124432,0.0049853307744909875,0.010081358330385572,0.01820900185214112,0.008414023372287145,0.0033052884615384615,0.004979723649989524,0.005835166604067182,0.0,0.000416656746267946,0.0,0.0001179268460465025,0.0,0.0,0.0011069193756071114,0.004249629947953972,0.0011044915991699578,0.0008885454896658295,0.03917814272037703,0.0,0.008174454519518214,0.0005424558244751452,0.0,0.0039419830626756455,0.09162837162837162,0.0,0.06652949245541838,0.02116318760666929,0.0027895206050671507,0.015801692503557254,0.00024376494964730252,0.02981684884385002,0.011658101163105217,0.013445378151260505,0.0,0.024014552496075817,0.10663598597748371,0.0004640371229698376,0.0046242774566474,0.0,0.012478729438457173,0.018422507949675097,0.0,0.0,0.0007543274575194533,0.0007704305015314655,0.0,0.0,0.010448782224887786,0.0,0.0,0.0,0.0,0.003501237103776668,0.0,0.0012238618085180781,0.04342837955060584,0.1237014030202421,0.014168741497471703,0.0,0.03581961499276101,0.006083782374413348,0.005759596039291489,0.021199835074216602,0.010433355476534723,0.007102213730946549,0.0034598052042448023,0.0036859153356416847,0.0027539882451721237
Bilophila,0.0018546619457089869,0.0,0.0002526656223154278,0.0012050074755093386,0.0006677796327212019,0.0025040064102564105,0.0,0.00012072758491173481,0.0,0.0,0.0,0.008353151594960594,0.008453649307975701,0.005773928492116368,0.009261978448957466,0.011841665472950394,0.00803266617578151,0.0027557787650505433,0.002479318555612832,0.0021607368478877877,0.006388230770184947,0.003704857865032375,0.0,0.0042249005073652845,0.004408924408924408,0.0,0.004005486968449931,0.0030458185637390047,0.005205187933166539,0.003594697820714446,0.009278303395950453,0.004874291102758555,0.012604814714633483,0.00479755538579068,0.09666603162507145,0.01939354819780833,0.0,0.005413766434648105,0.009024799552489282,0.011055888021097476,0.00499149177538287,0.0032144338448776436,0.0,0.012922535211267603,0.02066460219151976,0.0076667230396301935,0.004558577723750192,0.008634055445713556,0.002755104909521981,0.01312515775429993,0.0053263825929283784,0.0,0.05795489413930654,0.006395593109565382,0.024200594094006638,0.005594796838939786,0.007723088115958254,0.0,0.0008983803485715753,0.006582233845611354,0.0017025041557188053,0.0040365413214361575,0.0,0.0015805387575590986,0.0002735336641788129,0.0005814677908377292,0.0029946213112370976,0.0,0.0
Blautia,0.017872196931377506,0.019853087155052598,0.03557531962201224,0.011335996251087855,0.008703394546466332,0.015524839743589742,0.008492647511987084,0.009349680742608793,0.0,0.0029165972238756215,0.0,0.01570392499852592,0.018848949517076566,0.009253090532237768,0.020398942779045342,0.015804803514300726,0.0,0.003837486317687206,0.03026732454525368,0.006647012506637856,0.010382425542999611,0.025668547949632404,0.002747141760594675,0.004790735396744563,0.03224775224775224,0.0,0.018710562414266118,0.01294472889589077,0.02559457050010066,0.003494845103472378,0.01665219312278135,0.006786819491851832,0.010332702190965647,0.03752482811306341,0.0,0.02955975765399681,0.008015072660726147,0.014849187935034803,0.008558642550811115,0.009635865706461104,0.009188882586500283,0.013998340937370382,0.0031344907670569893,0.04468309859154929,0.004267905351754802,0.0,0.062110621486096376,0.003954312049272435,0.0011901303520724204,0.0,0.13395285584768815,0.021052631578947368,0.0,0.011670790345922227,0.07487331818976062,0.009895796908874745,0.015054425385454859,0.005247938309949665,0.00012834004979593933,0.026600746378302138,0.0014612043541208646,0.010912181084265211,0.0236695727642116,0.00714678394722375,0.027470595131100787,0.006645346181002621,0.01270533507777293,0.0017647715849435947,0.000973971452560873
Brenneria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003218826075196104,0.0,0.022670984949514195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butyricicoccus,0.003962232338560108,0.013632453179802788,0.014831472029915613,0.0071630999933055125,0.0018920422927100717,0.0018028846153846153,0.007260042648128292,0.006277834415410209,0.0,0.003726101759481917,0.0,0.009670001375813206,0.004859105844867069,0.0001233745404298369,0.007432172950504893,0.0014085852074678894,0.0,0.0002704268881591655,0.0012273854235707092,0.0029847466627602494,0.0018358410757036351,0.006936509585309836,0.0,0.0013957260604688887,0.0010922410922410918,0.0,0.006117969821673525,0.0,0.0010065280533747452,0.00022466861379465288,0.003961180431768666,0.0017398695761890212,0.0053015958885582895,0.004064171122994652,0.0,0.0,0.0,0.0,0.0039903039343650954,0.0,0.0006806579693703913,0.0012788607769943312,0.0,0.010985915492957743,0.0019056693663649347,0.0,0.005736210302385658,0.001109483236846223,0.0,0.0,0.00436310063463282,0.0,0.0,0.0018673264553475564,0.001834702079329023,0.0023777886565494086,0.0015110389792092238,0.0,0.00020534407967350295,0.0005730069642384885,0.0004356801973296155,0.006199663943449794,0.016647599510828826,0.004707256734469489,0.019147356492516907,0.00228433774971965,0.001540921645588021,0.0069027141740198835,0.005978169605373634
Butyricimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016716741590801277,0.0007878527431600059,0.0,0.0,0.0011291945896850526,0.0008972551317500135,0.0027289529503702684,0.0004270396916080931,0.0,0.001659782342179219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007949675100235033,0.0,0.0005281690140845069,0.0,0.0,0.0,0.0,0.0001124532616131421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021304105080661748,0.0006434661375945092,0.000424899086466964,0.0,0.0,0.0,0.0,0.0015118476522750397,0.0,0.0
Campylobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036964306341688807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008591428061000763,0.0,0.0,0.00013153691489561605,0.0,0.0,0.0,0.0,0.0,0.02180451127819549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
