Genus,ndc407,ndc408,ndc409,ndc410,ndc411,ndc412,ndc413,ndc414,ndc415,ndc416,ndc417,ndc418,ndc419,ndc420,ndc421,ndc422,ndc423,ndc424,ndc425,ndc426,ndc427,ndc428,ndc429,ndc430,ndc431,ndc432,ndc433,ndc434,ndc435,ndc436,ndc437,ndc438,ndc439,ndc440,ndc441,ndc442,ndc443,ndc444,ndc445,ndc446,ndc447,ndc448,ndc449,ndc450,ndc451,ndc452,ndc453,ndc454,ndc455,ndc456,ndc457,ndc458,ndc459,ndc460,ndc461,ndc462,ndc463,ndc464,ndc465,ndc466,ndc467,ndc468,ndc469,ndc471,ndc470,ndc472,ndc473,ndc474,ndc475
Lactonifactor,0,0,0,0,0,0,0,0,0,0,0,10,6,1,11,51,19,0,0,0,5,23,0,0,16,0,0,0,0,11,0,32,0,10,0,0,1060,0,0,0,0,0,0,32,3,0,9,0,26,0,10,0,0,0,20,0,0,186,0,78,374,0,0,0,0,0,0,0,0
Lautropia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc,0,0,35,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,6,0,0,0,0
Marvinbryantia,40,0,23,15,63,21,64,88,0,0,0,49,146,76,36,33,0,0,14,34,51,40,0,12,19,0,0,0,0,0,34,0,0,30,0,0,0,0,8,0,0,7,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,284,0,61,9,0,15,4,34,0,0
Megamonas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,4,0,0,1,0,0,0,0
Megasphaera,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1260,749,0,0,123,0,0,0,1682,0,0,0,0,0,0,27,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanobrevibacter,192,0,0,455,94,7,0,0,0,0,0,35,0,0,0,0,0,0,157,0,738,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,502,0,240,0,26,23,0,0
Neisseria,0,0,0,0,0,0,0,0,0,0,554,24,16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odoribacter,39,66,39,193,357,68,146,133,0,0,0,62,119,23,446,258,9,577,404,324,1678,2070,0,239,35,0,42,0,8,64,87,42,38,21,0,0,0,7,20,0,83,85,0,61,34,0,29,0,102,8,0,0,0,25,0,34,5,0,0,251,220,133,43,124,38,97,361,112,57
Oribacterium,0,0,0,0,0,0,0,0,0,0,92,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscillibacter,28,11,17,92,115,0,0,37,0,0,0,236,231,16,157,127,0,80,24,169,95,366,0,150,1093,0,27,0,409,152,412,1414,166,280,0,0,396,42,36,271,152,0,0,22,241,0,31,0,665,0,589,0,0,44,0,39,390,498,83,2812,819,143,23,59,43,49,12,67,0
Oscillospira,0,41,43,22,146,0,59,56,0,0,0,0,0,0,0,0,0,0,22,0,39,0,0,0,59,0,0,0,0,0,23,91,109,16,0,0,0,0,17,0,0,0,0,44,11,0,9,0,0,0,0,0,0,0,0,17,15,0,0,72,0,58,27,0,30,13,0,70,40
Oxalobacter,20,0,0,50,13,0,0,0,0,0,0,0,15,0,12,27,9,0,14,0,38,35,0,18,0,0,0,0,21,57,4,0,16,0,0,0,0,0,0,11,14,0,0,18,0,18,9,10,0,0,0,0,0,0,0,0,14,0,41,61,58,76,0,19,0,0,17,0,0
Paeniclostridium,0,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Parabacteroides,258,606,194,724,1051,267,1378,1318,0,0,0,7942,2333,15,2063,2132,2445,2385,1256,594,3104,1252,0,640,1905,0,335,0,266,770,2864,1104,1087,1073,0,0,0,168,3423,0,1261,774,3774,4672,1253,27383,36,8952,7024,6079,28,0,0,808,1683,1455,526,121,81,2445,1412,885,258,639,118,463,1187,1767,1699
Paraprevotella,39,0,0,0,0,37,0,0,0,0,0,1582,4326,143,0,3,0,0,90,1117,48,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,116,0,0
Parasutterella,15,83,35,236,647,0,318,302,129,0,0,0,269,249,189,275,204,184,9,316,33,66,0,135,112,0,22,0,223,4,1022,85,257,124,0,0,0,89,1388,952,282,8,0,147,3002,1371,47,3786,1074,241,139,0,0,222,0,230,58,0,0,762,0,27,94,193,31,180,16,392,235
Peptoclostridium,0,0,0,0,0,0,0,0,0,261,0,25,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,675,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,21,0,0,0,0,0,0,0,0
Peptococcus,0,46,0,0,0,0,82,57,0,0,0,62,251,155,0,0,0,0,0,92,87,0,0,0,48,0,0,0,63,0,0,59,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,87,85,0,36,0,0,0,0,0,0
Phascolarctobacterium,502,592,314,531,372,68,620,287,2923,0,0,1621,1308,174,955,907,2077,694,0,633,1929,1550,0,1185,1434,0,487,0,2445,174,1903,1195,894,1204,0,0,0,162,631,642,608,715,0,76,1051,1521,1438,847,280,510,666,0,0,303,0,446,658,0,20,1653,1148,1079,204,365,264,192,189,914,606
Porphyromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Prevotella_7,0,0,0,0,0,0,0,0,195,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_9,114,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,315,0,756,0,0,23319,0,0,0,0,1580,0,0,0,0,0,0,64,0,1639,0,0,992,1762,204,0,0,21,0,144,24975,37,0,0,0,0,0,0,0,0,0,0,153,227,0,0,0,0,2994,0,0
Pseudoflavonifractor,0,6,0,0,0,0,0,16,0,0,0,0,0,0,17,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romboutsia,86,115,181,257,709,17,216,529,0,0,0,0,75,0,0,0,16,0,411,46,0,147,0,0,1119,0,62,116,0,1121,0,153,0,0,0,0,0,0,0,166,40,0,134,0,0,0,99,0,109,0,355,0,0,0,55,0,0,0,2873,0,153,572,147,244,102,448,72,311,551
Roseburia,598,8215,5561,10145,15362,253,12129,11517,0,0,0,1792,1889,299,1437,473,0,1442,479,5426,455,2267,0,481,263,10,3748,342,1521,21,4138,293,1993,2806,0,0,0,357,2582,507,1172,793,0,222,596,0,0,13528,230,0,11,0,0,1753,0,1556,68,0,37,2142,23,1228,4938,6474,4465,4155,1104,3121,1387
Rothia,0,0,0,0,0,0,0,0,0,61,42,0,12,0,10,0,0,161,0,15,60,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminiclostridium,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,448,0,126,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,21,0,70,0,226,1142,0,0,0,0,0,0,0,0,0
Ruminiclostridium_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminiclostridium_5,180,931,1173,100,170,78,1031,1463,0,0,0,85,1585,517,812,26,0,0,1094,185,1491,500,1635,464,3150,0,252,0,915,1048,1101,269,66,94,0,219,11747,60,71,67,580,636,0,326,96,44,1837,8,867,0,206,0,0,138,0,43,239,1975,1441,4096,2829,112,314,63,574,18,358,266,122
Ruminiclostridium_6,533,156,0,429,579,241,540,288,0,0,0,0,716,85,17,0,0,163,434,1059,914,900,0,0,740,0,0,0,1533,0,828,14,26,492,0,0,271,0,28,0,0,1144,0,0,0,0,942,0,0,0,305,0,0,17,0,223,214,67,160,2980,1148,1769,119,405,33,217,1167,111,0
Ruminiclostridium_9,42,9,14,77,76,0,91,94,0,0,0,31,15,0,0,24,0,196,246,33,2546,79,0,0,165,0,0,0,19,114,589,115,311,105,0,0,0,0,54,0,20,54,0,0,409,0,0,0,19,0,0,0,0,161,0,85,23,0,41,190,122,168,10,30,9,15,0,46,22
Ruminococcaceae_NK4A214_group,91,141,145,178,1374,143,630,337,0,0,0,371,246,21,0,0,0,256,151,289,590,517,0,176,1173,0,0,0,985,564,485,1086,167,673,0,0,0,360,0,0,169,190,0,0,0,0,0,0,392,0,50,0,0,52,0,84,444,0,736,1150,324,457,104,126,135,218,412,296,88
Ruminococcaceae_UCG-002,1253,904,1129,404,1070,789,1196,1158,0,0,0,1736,5705,2463,5128,2560,18,2847,2327,1977,9793,7860,0,58,631,0,0,0,3625,26,1843,91,202,1174,0,0,0,431,0,0,1162,2605,0,0,325,0,565,0,2774,0,724,0,0,156,0,372,397,0,0,9379,56,3164,818,217,979,159,2198,569,178
Ruminococcaceae_UCG-003,353,254,311,209,589,70,297,238,0,0,0,133,137,0,0,0,0,359,348,85,596,0,0,0,0,0,0,0,0,0,542,0,95,575,0,0,0,0,97,0,0,481,0,0,246,0,118,0,0,0,182,0,0,109,0,140,0,0,0,641,68,1373,201,241,241,170,290,271,167
Ruminococcaceae_UCG-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,141,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,0,0,705,0,0,0,0,0,0,0,0
Ruminococcaceae_UCG-005,1024,158,165,223,1348,464,246,260,0,0,0,139,610,538,656,115,0,194,555,32,2035,1103,0,15,3799,0,0,0,1161,3173,428,3282,131,355,0,0,1247,191,0,0,471,629,0,1242,19,0,653,0,141,0,385,0,0,75,665,0,885,528,3805,23238,4577,3021,87,120,159,198,1179,109,66
Ruminococcaceae_UCG-007,0,0,13,9,15,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,11,10,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,40,11,12,0,0,12,0,0,0,0
Ruminococcaceae_UCG-009,12,10,0,0,15,0,4,0,0,0,0,0,109,0,0,0,0,2,0,69,0,0,0,0,44,0,0,0,0,45,44,0,12,8,0,0,0,0,19,0,0,0,0,0,124,0,0,0,0,0,0,0,0,25,0,5,0,0,44,0,0,0,0,7,7,11,0,4,5
Ruminococcaceae_UCG-010,167,36,109,51,41,131,11,22,0,0,0,0,0,0,0,0,0,10,172,0,632,0,0,0,45,0,0,0,0,176,11,18,0,52,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,84,0,2894,776,43,41,74,7,409,0,19
Ruminococcaceae_UCG-011,9,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,13,0,10,0,5,0,0,0
Ruminococcaceae_UCG-013,27,235,194,348,242,0,938,483,0,0,0,0,217,0,71,31,0,151,19,34,0,194,0,0,385,0,59,0,73,15,151,419,50,164,0,1940,0,11,0,124,97,69,0,1073,0,0,320,16,0,0,557,0,0,30,348,31,37,0,27,901,14,47,161,254,144,68,0,556,115
Ruminococcaceae_UCG-014,659,2126,2507,2128,2580,241,2679,1944,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,1,371,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,25,0,0,454,136,10,0,0,0,0,0,2118,1331,1433,1645,514,812,1564,808
Ruminococcus_1,342,2206,1217,257,1812,318,3030,2816,0,0,0,0,437,67,0,0,0,2650,211,103,26,0,0,0,463,0,33,0,77,116,250,611,430,641,0,0,0,24,0,0,0,64,0,336,0,0,168,0,0,0,450,0,0,0,0,259,51,0,9,56,81,737,1548,225,1185,378,1089,1716,414
Ruminococcus_2,970,457,604,1487,13026,1025,429,484,0,0,0,9255,11642,9049,0,0,0,55,10135,4303,6837,0,0,0,3733,0,0,0,0,1258,951,4045,74,349,0,49,3366,0,0,0,0,2630,0,0,81,17,0,189,0,0,0,560,0,848,0,262,984,3446,1678,5474,5076,2051,498,896,438,3637,2657,897,387
Sarcina,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenomonas_3,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sellimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,577,0,78,0,20,30,0,27,0,0,0,0,50,0,0,34,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,93,21,56,0,37,0,0,0,0,0,0,0,0
Senegalimassilia,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Shuttleworthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0
Slackia,27,0,0,0,0,0,0,0,0,0,0,0,46,58,0,0,0,0,16,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
Streptococcus,0,760,753,175,203,0,696,434,0,1027,2184,143,903,429,805,43,17,1976,123,387,270,426,0,0,74,35,0,16,105,37,115,112,19,510,788,78,48,14,211,190,32,35,69,185,791,276,91,431,401,63,655,1336,0,106,47,234,20,103,19,301,72,0,310,31,171,23,8,118,31
Subdoligranulum,1074,5007,5648,3471,4308,158,7139,6937,0,0,0,0,1168,463,969,45,0,2145,282,584,361,2387,491,1191,3655,0,21,0,2393,141,2303,433,98,1178,0,0,0,264,425,1445,164,367,0,0,85,0,0,8487,0,0,0,0,0,209,0,388,3168,0,48,129,0,2478,2172,2151,2880,534,469,455,184
Succiniclasticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,525,0,236,0,0,0,0,0,0,0,0
Sutterella,8,0,0,0,0,84,0,0,1482,1081,0,0,0,0,214,544,316,473,226,0,407,2056,0,2569,24,0,140,377,0,146,0,150,0,0,0,0,650,0,0,0,0,81,0,37,0,0,0,0,0,0,0,0,0,0,50,0,0,406,66,0,559,0,0,0,0,0,336,0,0
Synergistes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,177,0,359,0,0,0,0,0,0,0,0
Terrisporobacter,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,118,0,24,0,0,0,0,0,0,20,124,0,58,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,71,0,0,0,0,0,0,0
Trueperella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,91,0,0,0,0,0,0,0,0
Turicibacter,0,66,42,16,17,0,103,116,0,0,0,0,0,0,0,53,0,108,0,11,0,0,0,0,15,0,0,0,100,379,0,9,0,0,0,0,0,7,0,27,140,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,544,0,824,71,43,0,18,12,0,168,189
Tyzzerella,5,66,64,0,10,0,86,57,0,0,0,0,0,0,156,0,0,8,0,0,0,351,1216,351,0,0,18,0,5,0,12,41,0,0,0,0,2364,0,12,0,7,0,0,0,0,15,0,580,0,0,0,0,0,0,0,6,0,181,0,810,309,0,45,23,53,14,0,61,31
Tyzzerella_4,0,53,0,0,0,0,0,0,0,112,0,0,0,0,1346,284,0,0,0,0,0,1570,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,83,22,0,0,0,0,0,0,2778,0,0,0,0,0,0,0,0,0,0,0,868,2,0,0,0,3,0,0,0,0
Varibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0
Veillonella,0,63,55,11,29,0,71,67,23,370,6378,130,122,70,0,0,39,352,12,223,0,673,1652,443,0,15357,326,754,0,0,60,0,193,50,4225,1467,0,6,1198,0,23,0,5233,128,176,416,32,32,812,8,0,1384,7233,0,0,80,0,0,0,0,0,0,24,7,27,0,0,26,9
Victivallis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,89,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
Weissella,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
