Genus,ndc407,ndc408,ndc409,ndc410,ndc411,ndc412,ndc413,ndc414,ndc415,ndc416,ndc417,ndc418,ndc419,ndc420,ndc421,ndc422,ndc423,ndc424,ndc425,ndc426,ndc427,ndc428,ndc429,ndc430,ndc431,ndc432,ndc433,ndc434,ndc435,ndc436,ndc437,ndc438,ndc439,ndc440,ndc441,ndc442,ndc443,ndc444,ndc445,ndc446,ndc447,ndc448,ndc449,ndc450,ndc451,ndc452,ndc453,ndc454,ndc455,ndc456,ndc457,ndc458,ndc459,ndc460,ndc461,ndc462,ndc463,ndc464,ndc465,ndc466,ndc467,ndc468,ndc469,ndc471,ndc470,ndc472,ndc473,ndc474,ndc475
Cloacibacillus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,20,1,1,1,1,1,18,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Clostridium_sensu_stricto_1,71,1,1,68,127,21,91,41,1,3537,1,60,94,242,1,13,1,130,51,326,575,221,1,125,39,1,1,41,156,445,565,1,128,1,1,177,1,12,2079,21,97,47,80,1,3442,1,160,31,107,34,289,1,33,70,1,231,16,1,484,104,109,351,1,49,1,32,121,1,15
Clostridium_sensu_stricto_13,1,1,1,1,1,1,1,1,1,203,1,1,1,1,1,1,1,1,1,471,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,5,1,1,1,1,1,1,1,1,1,1,1,66,1,1,1,5,1,1,1,1,1,197,1,106,8,1,1,1,1,1,1,1,1
Clostridium_sensu_stricto_2,1,1,1,1,1,1,1,1,1,2550,1,1,1,1,1,1,1,1,1,1,22,1,521,83,1,1,1,1,1,1,1,1,1,1,1,7,4188,1,1,1,1,1,1,1,1,17,1,1,1,1,1,25,1,1,1,1,1,604,1,1,1117,1,1,1,1,1,1,1,1
Coprococcus_1,118,166,102,159,338,1,467,406,1,1,1,139,387,1,32,6,1,110,71,533,373,18,149,26,301,1,41,1,14,158,116,185,17,39,1,28,368,1,1,1,1,75,1,1,295,1,156,136,19,48,116,1,1,22,1,93,126,145,360,207,905,183,99,92,88,40,84,96,16
Coprococcus_2,260,1114,786,1886,2424,143,3617,2589,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,286,1,209,1,30,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,1,1,1,1,1,1,1,1,1,1,1,1,922,669,1485,528,992,577,3343,1293
Coprococcus_3,287,337,268,109,238,106,292,315,1,1,1,446,60,107,6,1,1,91,250,1,711,28,1,5,346,1,22,1,258,1,70,121,1,11,1,1,1,1,418,1,104,164,1,1,392,1,237,1,95,1,1,1,1,52,1,24,175,1,1,77,1,666,181,101,235,71,364,84,34
Corynebacterium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Defluviitaleaceae_UCG-011,20,2,26,1,6,3,25,1,1,1,1,1,1,1,1,1,1,1,17,1,15,6,1,1,36,1,1,1,24,1,1,91,1,7,1,1,1,1,1,1,2,1,1,1,1,1,9,1,1,1,46,1,1,1,1,1,1,1,19,107,35,39,1,5,25,1,6,34,13
Desulfovibrio,48,1,1,1,1,1,1,1,1,1,1,213,402,607,62,108,1,1,65,145,424,409,623,404,1,1,1,1,102,138,1,1,1,1,1,1,414,1,1,112,21,74,1,1,1,203,40,1,1,46,1,1,1,1,1,1,466,289,50,287,1041,199,1,1,1,1,53,1,1
Dialister,3509,1,1,887,682,187,1,1,1446,728,1,1,1,1,1,1,606,210,1089,1,1,1,1,1,1,1,158,1,1,1,1,1,15,1,1,1,1,1,49,1,54,393,6085,1437,1,1,1,1,8641,1,1,1,1,1,172,1,1,16,1,1,1,6326,1,585,1,165,542,1,1
Dielma,1,1,1,1,1,1,1,1,1,1,1,1,1,20,117,184,1,1,1,43,99,775,1,28,1,1,1,1,1,36,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,70,1,1,1,1,1,1,1,1,1,1,1,215,1,1,1,1,1,1,1,1
Dorea,634,168,262,93,77,122,161,219,1,1,1,506,424,51,483,296,111,638,410,1359,232,1248,1,101,1143,1,150,1,391,73,423,620,97,236,1,1,1,27,225,1,76,401,1,1,424,1,193,1,478,1,168,1,1,85,1,182,507,17,1,645,12,1211,107,24,103,25,408,41,18
Eggerthella,1,1,1,1,1,1,1,1,1,1,1,1,34,1,1,1,1,1,1,1,1,1,1,21,183,1,44,10,1,1,1,39,1,1,1,179,1,1,1,1,1,1,1,1,1,1,73,1,1,1,75,1,1,8,1,1,67,1,1,280,166,1,1,1,1,1,1,1,1
Eisenbergiella,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,807,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,318,1,1,830,1,1,1,1,1,1,1,1
Enterococcus,1,1,1,1,1,1,1,1,3341,91,1,1,1,1,1,1,279,1,1,1,2468,1,1588,338,1,1,18,1,1,1,1,1,1,38,1,321,279,1,19,1,1,249,41,1,1,1,1,1,1,1,1,1,1933,1,1,1,1,96,1,1,81,1,1,1,1,1,1,1,1
Erysipelatoclostridium,1,37,38,1,1,1,20,15,1,3500,1,1,1,1,316,104,1,373,1,573,1,138,1,1,1440,1,777,1047,49,86,24,357,107,43,1,4826,58,25,38,152,92,1,1,423,42,1,1,1,31,1,16,46,1,52,279,1,1779,81,1,391,1,1,17,1,17,1,1,1,1
Erysipelotrichaceae_UCG-003,71,34,139,61,230,189,160,162,1,1,1,1,1,1,768,148,31,1838,1,1,1,632,1,1,20,1,245,92,1,46,2660,31,38,573,1,1,1,1,623,1,1,1,1,1,335,1,1,6931,1,1,1,1,1,737,1,313,236,1,28,149,1,45,12,15,1,27,635,35,22
Erysipelotrichaceae_UCG-004,1,1,1,8,68,7,1,1,1,1,1,1,1,1,1,1,1,26,23,1,16,1,1,5,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,12,50,1,1
Eubacterium,1,1,1,1,1,1,1,1,1,1,1,11,1,53,1,1,1,1,1,1,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Faecalibacterium,3636,5981,4139,5781,11276,1333,16632,15738,1,3262,1,125,22440,2402,462,638,27,7338,7072,4725,4957,6941,1,852,58,1,62,1,3055,485,2214,487,520,2294,1,1,1,893,4938,1,3191,4111,1,1,2658,1,1309,33,4648,1,1,1,1,2137,1,1861,20,1,244,4647,59,5476,2252,3497,1889,2004,4313,7294,3086
Faecalitalea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,12,1,1,1,37,1,100,78,1,1,1,49,1,11,1,1,7418,1,1,332,1,7,1,1,1,36,1,225,1,1,1,1,1,1,1,1,54,2361,140,1,8699,1,1,1,1,1,1,1,1
Family_XIII_AD3011_group,117,47,53,38,18,19,32,28,1,1,1,1,1,1,72,312,1,29,8,1,192,147,1,52,445,1,66,1,21,1359,81,849,47,26,1,1,2260,1,1,4,1,17,1,1,109,1,130,1,1,1,239,1,1,6,1,48,308,809,1371,1019,1724,217,1,14,13,11,65,9,3
Family_XIII_UCG-001,17,45,71,41,7,1,116,57,1,1,1,1,1,1,3,14,1,4,1,1,1,43,1,1,78,1,6,1,80,4,61,11,12,68,1,1,1,1,1,1,23,12,1,7,21,1,1,1,72,1,1,1,1,11,1,15,36,1,8,71,15,71,25,25,38,1,7,59,29
Family_XIII_UCG-002,4,1,9,12,8,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1
Finegoldia,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,1,1,1,1,1,1,1,1,1
Flavonifractor,11,1,18,69,58,1,10,6,1,34,1,392,614,79,130,67,1,277,43,193,471,150,1,427,314,1,153,302,185,204,262,207,161,241,1,4366,1464,21,8,47,133,74,1,2111,313,1,195,105,249,1,472,68,1,32,3535,54,487,637,145,3008,2339,21,1,66,1,1,17,12,1
Fusicatenibacter,289,422,635,130,457,158,593,600,1,1,1,246,94,10,68,177,1,755,686,147,103,701,2053,434,158,1,81,1,21,1,473,129,69,93,1,1,97,34,762,31,812,385,1,1,102,1,1,1,1,1,1,1,1,321,1,170,167,151,1,176,1,169,211,1,324,51,403,122,79
Fusobacterium,1,1,1,1,1,1,1,1,28164,5206,43458,1149,663,51,103,685,5991,36,1,213,1,208,1,1,1,1,1,10,1,1,1,1,625,1,1,58,1,1,308,1,1,1,6489,1,23,1,468,25,612,1,1,1,3822,1,33,1,1,1,1,510,29,1,1,1,1,1,1,1,1
Gemella,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89,1,1,1,1,1,1,1,1,1
Gordonibacter,1,1,1,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,1,1,121,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,13,1,1,1,1,1,1,1,1,39,1,11,49,1,1,1,1,1,1,1,1,1
Granulicatella,1,1,1,1,1,1,1,1,1,1,125,9,38,1,3,1,1,39,1,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,1,1,1,1,30,6,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Holdemania,1,21,13,12,23,1,13,23,1,1,1847,357,141,44,62,111,78,23,25,18,87,133,34,82,21,1,1,1,32,44,60,45,14,37,1,1,1,1,15,19,1,38,1,1,58,1,16,1,96,1,43,1,1,30,1,17,1,1,18,156,13,61,1,18,12,1,1,1,1
Hungatella,1,1,1,9,1,1,1,1,1,1,1,132,462,64,496,35,1,7,16,119,1077,791,428,148,1,1,1,1,8,155,1,1,16,13,1,3770,239,1,1,74,12,122,1,17,1,1,1,1,18,1,1,1,1,1,1,8,1,54,131,132,990,1,1,1,1,1,1,1,1
Hydrogenoanaerobacterium,2,1,1,25,5,1,1,6,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,5,1,1,1,1,5,1,41,1,1,1,1,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,87,77,14,1,13,1,1,11,1,1
Intestinibacter,17,21,9,1,72,4,33,14,1,260,1,82,385,171,33,86,1,310,676,292,175,40,1,397,165,1,186,47,1,438,27,656,183,207,1,2621,238,1,1,123,40,147,1,295,1,1,16,2108,34,1,736,1,1,1,178,1,138,86,965,81,311,94,11,1,1,1,43,23,8
Intestinimonas,16,40,32,47,98,1,77,90,1,317,1,53,90,4,103,151,18,21,55,22,96,203,1,26,328,1,116,1,381,73,90,965,76,315,1,1,181,20,65,611,139,37,1,997,162,1,119,630,473,62,234,1,1,1,1269,55,92,131,34,2084,361,37,25,34,34,24,19,37,22
Klebsiella,1,1,1,1,1,1,1,1,367,1,1,1,1,1,66,1,250,1,1,1,1,1,1,1,1,1,1,1,1,1,329,1,1,1,1,712,1,1,1,1,1,1,36,1,1,1,1,1,1,1,1,1,40,1,1,217,1,1,1,1,1,1,1,1,1,1,1,1,1
Lachnoclostridium,118,243,131,315,378,18,341,258,1,18147,5505,1887,639,135,521,177,1,550,85,584,572,1285,1939,2047,946,1,2893,4526,28,443,1090,346,1102,914,1,10012,504,39,997,854,91,93,1,2060,1382,1,127,10318,1285,1,121,38,1,249,1472,308,422,294,646,6689,1740,19,94,80,51,65,36,148,93
Lachnospira,137,2135,696,705,1641,113,3326,2474,1,1293,1,97,103,1,107,329,1,2037,33,1,44,833,1,1,1,1,1,13,33,1,730,44,757,267,1,1,82,1,86,1,40,1,1,35,1,1,20,1,163,1,1,1,1,1,1,260,1,48,1,609,26,331,1228,407,784,131,394,328,77
Lachnospiraceae_AC2044_group,6,9,8,1,11,4,1,9,1,1,1,1,1,1,1,1,1,473,90,1,27,1,1,1,1,1,1,1,1,11,8,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,16,1,1,1,1,15,8,1
Lachnospiraceae_FCS020_group,1,23,14,29,39,1,21,39,1,1,1,1,1,1,17,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,14,1,34,9,1,1,1,1,1,17,1,1,1,1,4,1,1,26,1,1,1,1,1,1,1,8,1,1,1,1,1,1,10,8,15,5,1,1,1
Lachnospiraceae_NC2004_group,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58,1,1,1,1,1,1,40,1,1,1,1,1,1,106,1,1,1,1,1,1,1,1,1,1,96,1,1,1,1,1,1,1,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lachnospiraceae_ND3007_group,1,206,276,259,1269,65,3052,2139,1,1,1,417,22,119,1,1,1,1,52,204,64,1919,1,18,1,1,155,1,46,1,54,1,40,37,1,1,1,45,34,1,221,1,1,1,16,1,1,1,5399,1,1,1,1,17,1,1,1,1,1,1,1,96,118,186,250,117,256,253,87
Lachnospiraceae_NK4A136_group,207,1285,1358,1649,1625,63,2252,1953,1,1,1,92,5322,3710,141,60,1,10162,252,489,845,1485,1,1,13,1,94,240,974,8,1471,39,134,447,1,294,230,98,2,75,188,272,1,184,42,1,1,215,1727,1,1,1,1,36,71,2449,1,74,1,74,497,446,561,775,510,411,220,1028,274
Lachnospiraceae_UCG-001,1,58,8,563,496,26,129,102,1,1,1,1,1,1,1,1,1,120,1,1,1,119,1,1,1,1,1,1,94,1,66,1,72,89,1,1,23,1,1,18,1,1,1,1,1,1,1,125,79,1,1,1,1,1,1,1,1,1,1,1,231,1,32,276,1,64,34,33,13
Lachnospiraceae_UCG-004,147,384,138,680,1165,11,472,389,1,1,1,329,235,111,1,1,1,346,1,522,1,1,1,1,1,1,1,1,1,1,11,1,270,1,1,1,1,1,1084,1,1,1,1,94,414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,118,181,337,80,375,59,354,71
Lachnospiraceae_UCG-006,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,13,1
Lachnospiraceae_UCG-010,1,19,13,37,91,1,27,23,1,1,1,1,1,1,3,1,1,16,1,1,15,2,1,1,1,1,1,1,1,1,95,12,21,48,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,15,1,1,1,1,4,32,6,13,12,21,4,43,25
Lactobacillus,1,1,1,16,1,1,1,1,645,985,2178,1,1,1,29,148,757,20,266,1,609,909,494,253,1,9863,1,1,1,1,1,1,257,1,1586,66,32,1,1,1,1,161,2825,59,1,1172,1,44,230,396,36,1591,117,1,1,1,1,27,1,92,54,1,1,15,1,1,1,1,1
Lactococcus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,1,1,1,1,1,1,1,1,1,163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1
Lactonifactor,1,1,1,1,1,1,1,1,1,1,1,11,7,2,12,52,20,1,1,1,6,24,1,1,17,1,1,1,1,12,1,33,1,11,1,1,1061,1,1,1,1,1,1,33,4,1,10,1,27,1,11,1,1,1,21,1,1,187,2,79,375,1,1,1,1,1,1,1,1
Lautropia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Leptotrichia,1,1,1,1,1,1,1,1,27,1,632,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Leuconostoc,1,1,36,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,17,1,1,1,7,1,1,1,1
Marvinbryantia,41,1,36,16,64,22,65,89,1,1,1,50,147,77,37,34,1,1,15,35,52,84,1,13,20,1,1,1,1,1,35,1,1,31,1,1,1,1,9,19,1,8,1,1,1,1,212,1,13,1,1,1,1,1,1,1,1,1,2,285,1,62,10,1,16,5,35,10,1
Megamonas,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,4,5,1,1,2,1,1,1,1
Megasphaera,1,1,1,1,1,1,1,1,1,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1261,750,1,1,124,1,1,1,1683,1,1,1,1,1,1,28,1,1,1001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Methanobrevibacter,193,1,1,456,95,8,1,1,1,1,1,36,1,1,1,1,1,1,158,1,739,1,1,1,1,1,1,1,1,1,12,1,3,1,1,1,1,1,1,1,1,173,1,1,1,1,1,1,1,60,1,1,1,1,1,1,1,1,1,1,1,503,1,241,1,27,24,1,1
Neisseria,1,1,1,1,1,1,1,1,7,1,555,25,17,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odoribacter,40,67,40,194,358,69,147,134,1,1,1,63,120,24,447,259,10,578,405,325,1679,2071,1,240,36,1,43,1,9,65,88,43,39,22,1,1,1,8,21,1,84,86,1,62,35,1,30,1,103,9,1,1,1,26,1,35,6,1,1,252,221,134,44,125,39,98,362,113,58
Oribacterium,1,1,1,1,1,1,1,1,1,1,93,1,11,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,16,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oscillibacter,29,12,18,93,116,1,11,38,1,1,1,237,232,17,158,128,1,81,25,170,135,367,1,151,1094,1,28,1,410,153,413,1415,167,281,1,1,397,43,37,272,153,25,1,23,242,1,32,1,666,1,590,1,1,45,1,40,391,499,84,2813,820,174,24,60,44,50,13,68,1
Oscillospira,1,42,44,23,147,1,60,57,1,1,1,1,1,1,1,1,1,1,23,1,40,1,1,1,60,1,1,1,166,1,24,92,110,17,1,1,1,1,18,1,1,1,1,45,12,1,10,1,1,1,1,1,1,1,1,18,16,1,1,73,12,59,28,1,31,14,1,71,41
Oxalobacter,21,1,1,51,14,1,1,1,1,1,1,1,16,1,13,28,10,1,15,1,39,36,1,19,1,1,1,1,22,58,5,1,17,1,1,1,1,1,1,12,15,1,1,19,1,19,10,11,1,1,1,1,1,1,1,1,15,1,42,62,59,77,1,20,1,1,18,1,1
Paeniclostridium,1,10,1,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1
Parabacteroides,259,607,195,725,1052,268,1379,1319,1,1,1,7943,3200,16,2447,2133,2446,2386,1257,595,3105,1253,1,641,1906,1,336,1,267,771,4435,1105,1088,1074,1,1,1,169,3424,1460,1262,775,5175,4673,1254,27384,37,12468,7074,6080,29,1,1,809,1684,1966,527,122,82,2446,1413,886,259,640,119,464,1188,1768,1700
